user_id,
400167730,Shopping
415082220,Balance Check
505353230,Bill Payments
372981480,POS Payments
227825630, Nothing
434929320,Bill Payments
49250280,Shopping
294553290,Shopping
224474300, Nothing
333152210,Bill Payments
241145640,ATM Transaction
475360470,Bill Payments
414885020,Fund Transfer
467173060,Balance Check
405678460, Nothing
341124410,Shopping
513095050,ATM Transaction
547296770,Fund Transfer
223951970,Shopping
635508910, Nothing
452284830,ATM Transaction
308624150,Fund Transfer
512603870,ATM Transaction
273845830, Nothing
638892740,Bill Payments
234894780, Nothing
385002700, Nothing
625714830, Nothing
29846450,ATM Transaction
272477740,Shopping
547549900,ATM Transaction
333254470,Cash Transaction
393418240,Asset Product
535591580,Balance Check
22442640,Fund Transfer
595220010, Nothing
224454240,Fund Transfer
598960660,Fund Transfer
534661710,Balance Check
437999140,Cash Transaction
632520560, Nothing
327794970, Nothing
484894700,Shopping
449590000, Nothing
243586420,ATM Transaction
553200610,Standing Instructions
551026960,Bill Payments
360067720, Nothing
644698690,ATM Transaction
623777750, Nothing
213075470,Fund Transfer
240385400, Nothing
392115440,Shopping
24300790,Bill Payments
347921980,POS Payments
64480030, Nothing
351683140,ATM Transaction
607528740, Nothing
465747150,ATM Transaction
341470640,ATM Transaction
592715750, Nothing
644186900,Balance Check
216923350,Fund Transfer
510593780,Cash Transaction
279353040,Fund Transfer
335134430, Nothing
230645980, Nothing
408045520,Bill Payments
418913610,Balance Check
320690820,Shopping
466067630,ATM Transaction
334070920,ATM Transaction
336732720,Shopping
385869200, Nothing
478412940, Nothing
80124420, Nothing
216820860,Fund Transfer
337919540, Nothing
411488180,Fund Transfer
646846130,Asset Product
568045820, Nothing
647301230, Nothing
562501710,Balance Check
468782110, Nothing
299253140,Shopping
383077540,POS Payments
516778510, Nothing
361474490,POS Payments
633674470,Balance Check
80420350,Bill Payments
553684270,Asset Product
415287960,ATM Transaction
541309960, Nothing
466918340, Nothing
557911920,ATM Transaction
571983030,Shopping
412639050, Nothing
262027100,Fund Transfer
514158590,Standing Instructions
471018340,Shopping
584552960,ATM Transaction
340349750,ATM Transaction
414648680,Shopping
550377350,Bill Payments
646152730,Balance Check
338170850,Bill Payments
612871450,ATM Transaction
341092050,Shopping
305585610,Shopping
516068270,Bill Payments
233854690,ATM Transaction
203608860,Bill Payments
416209530, Nothing
209374360, Nothing
68008730,ATM Transaction
547001030,Balance Check
357476120,Bill Payments
542825750,Balance Check
512581330, Nothing
340936580,Fund Transfer
417217100, Nothing
657507900, Nothing
516978310,Balance Check
446716500, Nothing
491182380, Nothing
459869060,ATM Transaction
49979050,ATM Transaction
444302680,Asset Product
647107730,Shopping
65953750,ATM Transaction
471598910,ATM Transaction
429747340, Nothing
60662330, Nothing
415837190,Shopping
233114680,Shopping
278100570,Fund Transfer
358086290,Balance Check
593373200,Balance Check
406636140, Nothing
388937310,Shopping
308150000,Asset Product
213547850,Balance Check
343440790,Fund Transfer
412306870, Nothing
542654950,Shopping
414915470, Nothing
341787280,Standing Instructions
552567970,Bill Payments
69396190,ATM Transaction
634070290,Fund Transfer
249246090,Balance Check
75874940,Standing Instructions
479234210, Nothing
464907360,ATM Transaction
216525820, Nothing
518767630,Balance Check
599963860, Nothing
487316160,POS Payments
502553760,ATM Transaction
643321710,Cash Transaction
479924130,Shopping
344325190,Balance Check
377148940, Nothing
252532330, Nothing
635425280,Bill Payments
552050900,ATM Transaction
529032440,Balance Check
611829680,Balance Check
529216770, Nothing
600626650,Shopping
293100160,Fund Transfer
82978750, Nothing
2229950,Balance Check
234184240, Nothing
429647260, Nothing
633547830, Nothing
592865960, Nothing
367330780, Nothing
266540690,Fund Transfer
357855770,ATM Transaction
600472550,Asset Product
453757840,Asset Product
532892730,Bill Payments
460362090,Balance Check
566463730, Nothing
412383080, Nothing
596656120, Nothing
363393120, Nothing
355150930,Balance Check
4122800,Standing Instructions
467601100,ATM Transaction
21161390,Fund Transfer
535991470,Shopping
511082180, Nothing
549176040,ATM Transaction
323321840,Balance Check
630696500, Nothing
388917320,ATM Transaction
71037440,ATM Transaction
514866120,POS Payments
470881530,Shopping
618751690,Cash Transaction
581378090,Fund Transfer
425220530,ATM Transaction
434116230,Shopping
446432380, Nothing
341675280,Balance Check
479026220,Shopping
204940410, Nothing
567191610, Nothing
446500800,Bill Payments
343702910,Balance Check
22736130, Nothing
28764660,Shopping
285190640,Shopping
644232810,Bill Payments
54552600,Balance Check
212311500,Fund Transfer
220258360, Nothing
562036180, Nothing
340938980,ATM Transaction
627465040,Balance Check
341769960,Bill Payments
360851950, Nothing
349866090,ATM Transaction
620196680, Nothing
605902160, Nothing
525174530,Shopping
384163750,ATM Transaction
429912750,Asset Product
351831700,ATM Transaction
267897370, Nothing
509389210,Shopping
213468500,Asset Product
284427460, Nothing
414727520,ATM Transaction
434708560,Bill Payments
583921560,Fund Transfer
252155450,Balance Check
505870460,ATM Transaction
411169380,POS Payments
61359660, Nothing
629861340, Nothing
534345880,Fund Transfer
452319250,ATM Transaction
67120860, Nothing
610703710, Nothing
253578520,Balance Check
512640830,Bill Payments
11695760,Bill Payments
201429060,Shopping
344321470,Shopping
200593500,Fund Transfer
270032670,Balance Check
501114890,Shopping
511873480, Nothing
492490850,Bill Payments
511413970, Nothing
513629630,Bill Payments
333418690, Nothing
348332110,Bill Payments
441396250,Fund Transfer
271551240, Nothing
512278760,Bill Payments
524876720, Nothing
27048580,Fund Transfer
341507920,Balance Check
384386800,Asset Product
591588020,ATM Transaction
332420980,Balance Check
447567530,Shopping
442596570,ATM Transaction
469229390,ATM Transaction
610072740,Balance Check
447663980,ATM Transaction
9982650, Nothing
483327610,Bill Payments
373839490,Shopping
217360950, Nothing
581643890,Bill Payments
260765210, Nothing
643635300,ATM Transaction
475270200,Shopping
253738180,ATM Transaction
414009190, Nothing
235789270,Bill Payments
523499010,Balance Check
533004180,Shopping
246667280, Nothing
389781620,Fund Transfer
340952440,Shopping
650054990, Nothing
13812720,Bill Payments
410520310,Shopping
612632670,Asset Product
56368010,Fund Transfer
426178430, Nothing
366076600,Fund Transfer
411977280,Cash Transaction
271834050,Bill Payments
212031670,Balance Check
629311590,Balance Check
419669680,Bill Payments
372688900, Nothing
589095740, Nothing
426296980,Shopping
479102130, Nothing
516704450,ATM Transaction
384011210,Fund Transfer
574614920,Balance Check
376725190, Nothing
461674780,ATM Transaction
256426660,ATM Transaction
400858130,Balance Check
253576280,Bill Payments
651904710,ATM Transaction
610937340, Nothing
546922570,ATM Transaction
361447820,ATM Transaction
481398580,Balance Check
554995930,Cash Transaction
628913690, Nothing
582829210,ATM Transaction
431829230,ATM Transaction
461865870,Fund Transfer
427390820,Shopping
586239570, Nothing
395508670, Nothing
328180570,Standing Instructions
605509950,ATM Transaction
340667340,ATM Transaction
413883970,Fund Transfer
334601340,Bill Payments
628624340, Nothing
652814240,ATM Transaction
16358860, Nothing
343608870,Fund Transfer
478646830,Asset Product
219630730, Nothing
85390460,Balance Check
439355330,Balance Check
597025010, Nothing
308646190,Shopping
209270540,ATM Transaction
242605390, Nothing
371184670,ATM Transaction
256976620,Fund Transfer
365028760,Bill Payments
624148500,POS Payments
656634380,ATM Transaction
318645820, Nothing
341299800, Nothing
328951220, Nothing
341085620, Nothing
637869210,ATM Transaction
473594070, Nothing
28319400,ATM Transaction
593584190,ATM Transaction
92914330, Nothing
608669170, Nothing
612513640,ATM Transaction
599045580,Shopping
6253010,Fund Transfer
476492770, Nothing
318095800,Shopping
372845660, Nothing
345607280,Fund Transfer
339873950,ATM Transaction
512784170,Cash Transaction
418305880, Nothing
82518430, Nothing
378562060,Bill Payments
200042900,POS Payments
524286310, Nothing
504082800, Nothing
567597040,Balance Check
639897710,Shopping
382879620, Nothing
230577640,ATM Transaction
341133330,Shopping
552046990,Asset Product
517640000, Nothing
77407590, Nothing
68493800,ATM Transaction
341652980, Nothing
414888590,Fund Transfer
640192520,Standing Instructions
383875840,Bill Payments
582494500,Bill Payments
238381710,Fund Transfer
450515350, Nothing
256995070, Nothing
244544030,ATM Transaction
458150090,Cash Transaction
300001680,Shopping
504443300,ATM Transaction
634927630,Cash Transaction
632018980,Balance Check
411622890,ATM Transaction
524191920,Shopping
449440890,Fund Transfer
275744120, Nothing
275053260, Nothing
593900350, Nothing
517550220,Cash Transaction
469088990, Nothing
459452580,Shopping
46376160,ATM Transaction
377306600,ATM Transaction
21209960,Shopping
454927770,Shopping
366163270,POS Payments
375547230,Asset Product
507681690,Shopping
629894990, Nothing
320979390,POS Payments
338206290,Balance Check
344636880,Shopping
220910270,Asset Product
591322640,ATM Transaction
439172680,Asset Product
398353750,POS Payments
219206480, Nothing
509518470,ATM Transaction
234053510,Shopping
381220910,Bill Payments
493963880,Fund Transfer
361191540,Bill Payments
554502330,POS Payments
587555530, Nothing
258939560, Nothing
421376260, Nothing
345608470,Bill Payments
568191630, Nothing
503230670, Nothing
406211000, Nothing
255519830,Shopping
31391360,Fund Transfer
469647610,POS Payments
341662080,Shopping
536677560,ATM Transaction
501421150,ATM Transaction
422595120,Balance Check
241301960,ATM Transaction
342093910,Bill Payments
548192590,ATM Transaction
441618890,Shopping
456959050, Nothing
244528390,Shopping
504290470,Shopping
578838910, Nothing
337438200, Nothing
346922620,Balance Check
527132290,Shopping
597429040,ATM Transaction
543940100,Balance Check
344639520,Shopping
263602950,Balance Check
530100220,Asset Product
423071650,ATM Transaction
61485690, Nothing
341077010,Balance Check
434292550,Standing Instructions
556081640, Nothing
539019250, Nothing
566068030, Nothing
565782390,Shopping
98139060,Shopping
540785720,Bill Payments
259072410, Nothing
530149920,Cash Transaction
46965780,ATM Transaction
440153490, Nothing
470113630, Nothing
30220840,ATM Transaction
572970270,ATM Transaction
290207490,Fund Transfer
650439900,ATM Transaction
237427690,Shopping
450186040, Nothing
59166650,Asset Product
628119720,ATM Transaction
371684440,Asset Product
50291110,Bill Payments
417117530,Balance Check
555936080, Nothing
356980590,Cash Transaction
646193180,ATM Transaction
277883970,Balance Check
347426800,Fund Transfer
477598840,Fund Transfer
211113890, Nothing
392875450,ATM Transaction
471830450,Cash Transaction
561338190, Nothing
462204300, Nothing
532011760, Nothing
359759090, Nothing
476095060, Nothing
230138420, Nothing
50553530,Balance Check
563878000,Bill Payments
547446560,Bill Payments
576232930, Nothing
583586370,Shopping
477275820,Bill Payments
587732020,Fund Transfer
34006420,Bill Payments
540176280,ATM Transaction
235135360,Shopping
589917300, Nothing
599631770,Shopping
590543840,Shopping
644234600, Nothing
455595430,Balance Check
590984780,Bill Payments
346285930, Nothing
519999630,Shopping
511705020,Shopping
568338940, Nothing
532183910, Nothing
251181860,Bill Payments
318112400,POS Payments
526761040, Nothing
68801880,ATM Transaction
404580800,Shopping
567596450,ATM Transaction
48022210, Nothing
442413490,Shopping
411553850, Nothing
475201570,Shopping
250860120,Balance Check
566517810,Bill Payments
568825610, Nothing
628352940, Nothing
459652530,Shopping
544842480,ATM Transaction
539274970, Nothing
359181420, Nothing
229759620,ATM Transaction
379677550,Balance Check
410399960,Shopping
277361640,Asset Product
504508000, Nothing
213047240,POS Payments
637244730,ATM Transaction
4509920, Nothing
515259510, Nothing
629500440,ATM Transaction
440936850,Fund Transfer
425240610, Nothing
403407570,Cash Transaction
259309520,Shopping
608081470,Shopping
341518890,Shopping
395445450, Nothing
5499740,Shopping
450046240,Shopping
69843630,Balance Check
480232920,ATM Transaction
637875450,Bill Payments
568028380, Nothing
17397450, Nothing
565631140,Balance Check
524033180, Nothing
571018900,Fund Transfer
635359940, Nothing
341118070,Bill Payments
364932990,Standing Instructions
525009400, Nothing
257363760,Fund Transfer
546139590,Fund Transfer
62057690, Nothing
364558240,Shopping
650959420,Cash Transaction
377165550,Balance Check
525412410,ATM Transaction
628538540, Nothing
549954900,Shopping
449196130, Nothing
232351800, Nothing
590490040,ATM Transaction
461160710,Shopping
446014870,ATM Transaction
596534500, Nothing
660459180,Shopping
277913770,ATM Transaction
200333980,Bill Payments
541153820, Nothing
323986480,Shopping
584467670, Nothing
422796970, Nothing
464076040, Nothing
344637700,ATM Transaction
475900940,Cash Transaction
509644860,Shopping
611612800,Shopping
271807190,ATM Transaction
553373810,Shopping
81377180,Asset Product
641647090,Balance Check
338250740, Nothing
9086790,Balance Check
423391810,Shopping
576970890,Cash Transaction
252901210,Shopping
280202680, Nothing
477105660,ATM Transaction
370410680,Shopping
654403060,ATM Transaction
278133940,Fund Transfer
592257500,Bill Payments
359127830,Fund Transfer
287787470,Fund Transfer
383369920,ATM Transaction
204786010, Nothing
651453180,Cash Transaction
486303490,ATM Transaction
511733980,ATM Transaction
570782030,ATM Transaction
513791920,Asset Product
64110920, Nothing
436742320, Nothing
591453680, Nothing
35472130, Nothing
606089050,ATM Transaction
541670410,Bill Payments
337677930, Nothing
522451340,Fund Transfer
544600360, Nothing
98022080,ATM Transaction
276641010,Shopping
376117610, Nothing
58780360,Shopping
55009110, Nothing
562048270,Shopping
618536820,ATM Transaction
380811880, Nothing
525457680,Shopping
623078320,Shopping
573081540,Fund Transfer
484498630,Bill Payments
543006440,Shopping
262140380, Nothing
415388170,Shopping
554507000,ATM Transaction
571344050,Shopping
21133320, Nothing
340596330,Bill Payments
445946810, Nothing
485157500, Nothing
477898600, Nothing
468681450,Balance Check
264585170, Nothing
491175640, Nothing
520938070, Nothing
630889060,ATM Transaction
533584390, Nothing
426288460,ATM Transaction
545242020,POS Payments
579984890, Nothing
479468340,Balance Check
484947940,Balance Check
51430710,Shopping
442794910,Shopping
595314720,Shopping
483789920,Shopping
538289030, Nothing
388907770, Nothing
55283940,ATM Transaction
409887650, Nothing
326566710,Balance Check
239190980,Fund Transfer
35083580, Nothing
477170710,Balance Check
451089520,Shopping
354896260,Cash Transaction
639889670, Nothing
492879960,Standing Instructions
373427000,Bill Payments
381284150, Nothing
282606760,Shopping
323083880,Shopping
454937700, Nothing
622298160,ATM Transaction
381575110,ATM Transaction
305757020,ATM Transaction
32909720,Fund Transfer
516308280,Balance Check
472946950, Nothing
404095060,Bill Payments
654402930,Shopping
91686200, Nothing
561251100, Nothing
650148820,Shopping
55848590,Bill Payments
331497500,ATM Transaction
433345620, Nothing
346192650, Nothing
440434200,Shopping
539751330, Nothing
481328620,Shopping
201423620,ATM Transaction
624999970,ATM Transaction
606668060,Fund Transfer
46788220,Shopping
386589150,Asset Product
266488090,ATM Transaction
327001580,Balance Check
223771940,ATM Transaction
515939210,Shopping
249702060, Nothing
383351650,Balance Check
252634930, Nothing
238272760,Fund Transfer
359321750,Shopping
95903850,Standing Instructions
250672780,Bill Payments
660085040,ATM Transaction
531217910,Shopping
554888230,Shopping
305860700, Nothing
621675900,Fund Transfer
357300860, Nothing
485409090, Nothing
489825260,Shopping
213198660, Nothing
328787330, Nothing
213719840, Nothing
484245210, Nothing
421630640,Bill Payments
374179520,Asset Product
579084360, Nothing
536156560,Shopping
411938790,Shopping
617416060, Nothing
479429150,Bill Payments
338183810, Nothing
214300130, Nothing
357694540,Shopping
576538180, Nothing
211420420,Fund Transfer
367177990,Fund Transfer
484473920, Nothing
494362260,Shopping
38888630, Nothing
466725020,ATM Transaction
391662200,Shopping
359410990,Balance Check
638426710,ATM Transaction
450521500,Shopping
591144130, Nothing
386896940,ATM Transaction
213012950,Cash Transaction
409268350, Nothing
215409520, Nothing
245786160, Nothing
652407310, Nothing
432474040,Bill Payments
530834490,Shopping
398354830, Nothing
501337510,Bill Payments
609529390, Nothing
340643310,Bill Payments
16055340,ATM Transaction
479233960,ATM Transaction
548959260, Nothing
517692610,Bill Payments
596841460,Shopping
321383580,Balance Check
514587910, Nothing
526572660,ATM Transaction
472790750,Shopping
295394960,ATM Transaction
554381850, Nothing
556103920,ATM Transaction
32336230,Balance Check
363353740,Shopping
312288720,Shopping
376930170, Nothing
429486070, Nothing
319380450, Nothing
567868790,Shopping
333593080, Nothing
627349190, Nothing
481340580, Nothing
247894500,Balance Check
507542700,Bill Payments
514677530,Shopping
568312500,Shopping
362688530,ATM Transaction
205096830,Balance Check
40317270,Shopping
330344740,Bill Payments
598831100, Nothing
642111870, Nothing
604239400,Fund Transfer
275669550,ATM Transaction
506451800,ATM Transaction
409489100, Nothing
220402250,ATM Transaction
247720090,Shopping
646616550,ATM Transaction
551352030, Nothing
346897060,ATM Transaction
372989740,Shopping
617366150,Balance Check
538896300, Nothing
637246430,Bill Payments
279421730, Nothing
458682620,Shopping
387912040,Fund Transfer
612638510,Shopping
558996700,Shopping
77060680,ATM Transaction
242222280,Shopping
76167620,ATM Transaction
341326060,Shopping
453310120, Nothing
472273580, Nothing
651684970,Bill Payments
590399250, Nothing
607528650,Asset Product
611825230,Shopping
376344350, Nothing
538911100, Nothing
376810230, Nothing
591149190,Shopping
27922600,Fund Transfer
437298220,Shopping
514739990, Nothing
631539930, Nothing
554223410, Nothing
603675520, Nothing
417341360,ATM Transaction
418325590,Shopping
600193440, Nothing
411908600, Nothing
333474010,Bill Payments
614689460, Nothing
643768180,ATM Transaction
461836870,Shopping
393312890,ATM Transaction
563566060,Shopping
406755630, Nothing
584693590,Cash Transaction
608023800, Nothing
261233250,Bill Payments
232788430,Shopping
479285880,ATM Transaction
418652200, Nothing
471390590,Shopping
264495390,Shopping
24854280,Balance Check
251682650,ATM Transaction
205590690, Nothing
18780880,Bill Payments
431188730,Balance Check
336695230,Balance Check
516101330,Balance Check
426506410,ATM Transaction
615926030, Nothing
340523700,ATM Transaction
561634820, Nothing
541400550,ATM Transaction
621880870,ATM Transaction
440389080, Nothing
639908470,Balance Check
357852310, Nothing
419203370, Nothing
34287300,Shopping
241666840,Shopping
353097100,Bill Payments
345294810,Shopping
265316590,Fund Transfer
7856870,ATM Transaction
637893840, Nothing
481383690, Nothing
374353500, Nothing
485798110,Bill Payments
460830010,Fund Transfer
404552940, Nothing
250285970,Balance Check
354643030,ATM Transaction
542637960,Shopping
514658300,ATM Transaction
587328070,ATM Transaction
624655690,Shopping
574049850, Nothing
485640070,Fund Transfer
548424380,Bill Payments
71302810,Shopping
341656720, Nothing
511240640,ATM Transaction
580837540,Balance Check
277497910, Nothing
471521790, Nothing
256741310, Nothing
559703210,ATM Transaction
453574510,ATM Transaction
254335120, Nothing
443434840,Fund Transfer
344628840,Bill Payments
76924080,Shopping
459763590, Nothing
429142320,ATM Transaction
377342500, Nothing
407553790,Fund Transfer
650048560, Nothing
84476240, Nothing
572442950, Nothing
358469750,ATM Transaction
254375490,Fund Transfer
630583620,ATM Transaction
332318970,Bill Payments
620638040,Bill Payments
417373170, Nothing
614907000,ATM Transaction
378990200, Nothing
355980390,Shopping
562858450, Nothing
80542480,Shopping
281132100, Nothing
547420020, Nothing
90025610,Bill Payments
492771080, Nothing
538926780,ATM Transaction
505696040, Nothing
516328720,Asset Product
388853170,Shopping
390227190,Bill Payments
444878200,Standing Instructions
347942650,Bill Payments
478656590,ATM Transaction
532634350,Shopping
56237350,ATM Transaction
572146710, Nothing
471582300,Bill Payments
88551200,ATM Transaction
6728480, Nothing
333336350, Nothing
61507750,Bill Payments
46801710,Bill Payments
463308720,Balance Check
36370270,POS Payments
22873740, Nothing
295647040, Nothing
65757450, Nothing
516479550,Shopping
520944630, Nothing
540343100, Nothing
644657620,Bill Payments
377562210, Nothing
77837360,ATM Transaction
412280350, Nothing
428685700, Nothing
575465790,ATM Transaction
391519560, Nothing
485722360,ATM Transaction
360035160,Bill Payments
536367580,Shopping
458321400,Shopping
282192150,Fund Transfer
379328940,Standing Instructions
600066070,Bill Payments
507979760,Shopping
233735190, Nothing
363642130, Nothing
341894580,Shopping
621642950,Balance Check
390823550,Shopping
357047650,Shopping
478967410,Asset Product
432462340, Nothing
317055450, Nothing
626940870,Balance Check
352048020,Bill Payments
476347790,Shopping
376734070,ATM Transaction
635007380,ATM Transaction
619745020,ATM Transaction
473199750, Nothing
277231210, Nothing
46828640,Fund Transfer
258017720,ATM Transaction
390119020,Shopping
19035190, Nothing
253255810,POS Payments
349053870,Balance Check
648475920,ATM Transaction
203357780,Asset Product
654826420,ATM Transaction
438294380, Nothing
254745370, Nothing
437885770,ATM Transaction
48748320,ATM Transaction
402917050, Nothing
348969300, Nothing
463851950,ATM Transaction
361409390,Balance Check
527072920, Nothing
599364380,Shopping
63625760, Nothing
430873400,Fund Transfer
431276570, Nothing
539660630,ATM Transaction
348920560,Fund Transfer
266362680,Shopping
610233640, Nothing
212373970,Shopping
322030990, Nothing
383082390,Bill Payments
357151550,Shopping
583186750,Balance Check
458052380,Shopping
633798780, Nothing
491978610, Nothing
426305350,Shopping
65865410,Balance Check
535517910,ATM Transaction
43541280,Fund Transfer
525744220, Nothing
616251510,ATM Transaction
341096730,ATM Transaction
491663220,Bill Payments
554592750,Asset Product
567137500,Cash Transaction
330780390,Bill Payments
586229560,ATM Transaction
640778530,Asset Product
626148290,Shopping
231280540, Nothing
587615230, Nothing
265134670,ATM Transaction
577166050, Nothing
639778540,Shopping
632836930,Cash Transaction
432537820,Shopping
202926670,Bill Payments
206527940, Nothing
549997600,Shopping
502200020, Nothing
453954660, Nothing
364915760, Nothing
561247620,ATM Transaction
346389630,Balance Check
275515060,ATM Transaction
62104090, Nothing
600274130,Shopping
67869010,Bill Payments
487399130, Nothing
576780230,Fund Transfer
9807040, Nothing
423499830,ATM Transaction
380899270,Cash Transaction
414417480,Fund Transfer
639457400, Nothing
4250780,Shopping
426726280,Fund Transfer
53091260,Balance Check
407335750,Bill Payments
648710910, Nothing
445180090,ATM Transaction
451849250, Nothing
248216620,Bill Payments
565658160,Shopping
609019320,Cash Transaction
351264400,Standing Instructions
404475430,Shopping
354077230,ATM Transaction
647577670, Nothing
432599570,Shopping
343691270,Bill Payments
602256330,ATM Transaction
358148730,ATM Transaction
556917770,ATM Transaction
615954620, Nothing
621116960, Nothing
487957440, Nothing
231530250,Shopping
612611060,ATM Transaction
351784950,Bill Payments
14604380,Bill Payments
382858000,Fund Transfer
549912350, Nothing
323647360,Shopping
635965360, Nothing
614706110, Nothing
303600320,Fund Transfer
972229820,Balance Check
483897150,Shopping
244002730, Nothing
455012930,ATM Transaction
544861330,ATM Transaction
552558750, Nothing
257959740, Nothing
599751110,Shopping
577436070,ATM Transaction
524184050,Asset Product
390345720,Fund Transfer
478385900, Nothing
610432400,Bill Payments
207698360,ATM Transaction
481776320, Nothing
279182550, Nothing
375529190,ATM Transaction
441230620,Bill Payments
353191380,Shopping
394785250, Nothing
13737320,ATM Transaction
528994980,Balance Check
404119770, Nothing
392265470,Balance Check
98252520, Nothing
305756370,Balance Check
480490410, Nothing
85755940,Shopping
387827080, Nothing
334062720,Shopping
644770740, Nothing
471225250,Fund Transfer
337405010,Bill Payments
4669650,ATM Transaction
448639540,ATM Transaction
564661250,Fund Transfer
305813620,Standing Instructions
234586530, Nothing
630583330, Nothing
641206630,Bill Payments
25120830,Bill Payments
514299440,Cash Transaction
355110090, Nothing
376616760, Nothing
363299790,Shopping
486216150,Asset Product
353291450, Nothing
507994310,Fund Transfer
641260440,ATM Transaction
10560560, Nothing
344331330,Shopping
586519750,Shopping
327520960, Nothing
61483180,Asset Product
508640720,Fund Transfer
225936950,Balance Check
618809190, Nothing
620037810,ATM Transaction
532403040,ATM Transaction
532900970,Bill Payments
373778240,ATM Transaction
634672710, Nothing
239166560, Nothing
386518210,Shopping
343531700, Nothing
658391640, Nothing
80584690,Shopping
351350180, Nothing
579088940, Nothing
583188020,ATM Transaction
535150590, Nothing
54793550,ATM Transaction
640694270,ATM Transaction
573282560, Nothing
633354510, Nothing
276862580, Nothing
